200,-10000,10,0,0,15,0,20000000
-1140,-1020,5,1,1,15,2,20000000
-1140,-1020,5,1,2,13,2,20000000
-1140,-1020,5,1,3,11,2,20000000
-1140,-1020,5,1,4,9,2,20000000
-1140,-1020,5,1,5,15,2,20000000
-1140,-1020,5,1,6,13,2,20000000
-1140,-1020,5,1,7,13,2,20000000
-1140,-1020,5,1,8,13,2,20000000
-1140,-1020,5,1,9,13,2,20000000
-1140,-1020,5,1,10,13,2,20000000
-140,-5,5,2,11,20,2,20000000
-140,-5,5,2,12,20,2,20000000
-140,-5,5,2,13,20,2,20000000
-140,-5,5,2,14,20,2,20000000
-140,-5,5,2,15,20,2,20000000
-140,-5,5,2,16,20,2,20000000
-140,-5,5,2,17,20,2,20000000
-140,-5,5,2,18,20,2,20000000
-140,-5,5,2,19,20,2,20000000
-140,-5,5,2,20,20,2,20000000
-1140,-1020,5,1,21,15,2,20000000
-1140,-1020,5,1,22,13,2,20000000
-1140,-1020,5,1,23,11,2,20000000
-1140,-1020,5,1,24,9,2,20000000
-1140,-1020,5,1,25,15,2,20000000
-1140,-1020,5,1,26,13,2,20000000
-1140,-1020,5,1,27,13,2,20000000
-1140,-1020,5,1,28,13,2,20000000
-1140,-1020,5,1,29,13,2,20000000
-1140,-1020,5,1,30,13,2,20000000
-140,-5,5,2,31,20,2,20000000
-140,-5,5,2,32,20,2,20000000
-140,-5,5,2,33,20,2,20000000
-140,-5,5,2,34,20,2,20000000
-140,-5,5,2,35,20,2,20000000
-140,-5,5,2,36,20,2,20000000
-140,-5,5,2,37,20,2,20000000
-140,-5,5,2,38,20,2,20000000
-140,-5,5,2,39,20,2,20000000
-140,-5,5,2,40,20,2,20000000
-1140,-1020,5,1,41,6,2,20000000
-1140,-1020,5,1,42,6,2,20000000
-1140,-1020,5,1,43,6,2,20000000
-1140,-1020,5,1,44,6,2,20000000
-1140,-1020,5,1,45,6,2,20000000
-1140,-1020,5,1,46,6,2,20000000
-1140,-1020,5,1,47,6,2,20000000
-1140,-1020,5,1,48,6,2,20000000
-1140,-1020,5,1,49,6,2,20000000
-1140,-1020,5,1,50,6,2,20000000
-140,-5,5,2,51,20,2,20000000
-140,-5,5,2,52,20,2,20000000
-140,-5,5,2,53,20,2,20000000
-140,-5,5,2,54,20,2,20000000
-140,-5,5,2,55,20,2,20000000
-140,-5,5,2,56,20,2,20000000
-140,-5,5,2,57,20,2,20000000
-140,-5,5,2,58,20,2,20000000
-140,-5,5,2,59,20,2,20000000
-140,-5,5,2,60,20,2,20000000
-1140,-1020,5,1,61,6,2,20000000
-1140,-1020,5,1,62,6,2,20000000
-1140,-1020,5,1,63,6,2,20000000
-1140,-1020,5,1,64,6,2,20000000
-1140,-1020,5,1,65,6,2,20000000
-1140,-1020,5,1,66,6,2,20000000
-1140,-1020,5,1,67,6,2,20000000
-1140,-1020,5,1,68,6,2,20000000
-1140,-1020,5,1,69,6,2,20000000
-1140,-1020,5,1,70,6,2,20000000
-140,-5,5,2,71,20,2,20000000
-140,-5,5,2,72,20,2,20000000
-140,-5,5,2,73,20,2,20000000
-140,-5,5,2,74,20,2,20000000
-140,-5,5,2,75,20,2,20000000
-140,-5,5,2,76,20,2,20000000
-140,-5,5,2,77,20,2,20000000
-140,-5,5,2,78,20,2,20000000
-140,-5,5,2,79,20,2,20000000
-140,-5,5,2,80,20,2,20000000
-1140,-1020,5,1,81,6,2,20000000
-1140,-1020,5,1,82,6,2,20000000
-1140,-1020,5,1,83,6,2,20000000
-1140,-1020,5,1,84,6,2,20000000
-1140,-1020,5,1,85,6,2,20000000
-1140,-1020,5,1,86,6,2,20000000
-1140,-1020,5,1,87,6,2,20000000
-1140,-1020,5,1,88,6,2,20000000
-1140,-1020,5,1,89,6,2,20000000
-1140,-1020,5,1,90,6,2,20000000
-140,-5,5,2,91,20,2,20000000
-140,-5,5,2,92,20,2,20000000
-140,-5,5,2,93,20,2,20000000
-140,-5,5,2,94,20,2,20000000
-140,-5,5,2,95,20,2,20000000
-140,-5,5,2,96,20,2,20000000
-140,-5,5,2,97,20,2,20000000
-140,-5,5,2,98,20,2,20000000
-140,-5,5,2,99,20,2,20000000
-140,-5,5,2,100,20,2,20000000
-1140,-1020,5,1,101,6,2,20000000
-1140,-1020,5,1,102,6,2,20000000
-1140,-1020,5,1,103,6,2,20000000
-1140,-1020,5,1,104,6,2,20000000
-1140,-1020,5,1,105,6,2,20000000
-1140,-1020,5,1,106,6,2,20000000
-1140,-1020,5,1,107,6,2,20000000
-1140,-1020,5,1,108,6,2,20000000
-1140,-1020,5,1,109,6,2,20000000
-1140,-1020,5,1,110,6,2,20000000
-140,-5,5,2,111,20,2,20000000
-140,-5,5,2,112,20,2,20000000
