200,-10000,5,0,0,0,0,20000000
-1140,-1040,5,1,1,10,1,20000000
-1140,-1040,5,1,2,10,2,20000000
-1140,-1040,5,1,3,10,1,20000000
-1140,-1040,5,1,4,10,2,20000000
-1140,-1040,5,1,5,10,1,20000000
-1140,-1040,5,1,6,10,1,20000000
-1140,-1040,5,1,7,10,2,20000000
-1140,-1040,5,1,8,10,1,20000000
-140,-40,5,2,9,10,2,20000000
-140,-40,5,2,10,10,1,20000000
-140,-40,5,2,11,10,2,20000000
-140,-40,5,2,12,10,1,20000000
-140,-40,5,2,13,10,2,20000000
-140,-40,5,2,14,10,1,20000000
-140,-40,5,2,15,10,1,20000000
-140,-40,5,2,16,10,2,20000000
-140,-40,5,2,17,10,1,20000000
-140,-40,5,2,18,10,2,20000000
-1140,-1040,5,1,19,10,2,20000000
-1140,-1040,5,1,20,10,1,20000000
-1140,-1040,5,1,21,10,1,20000000
-1140,-1040,5,1,22,10,1,20000000
-1140,-1040,5,1,23,10,2,20000000
-1140,-1040,5,1,24,10,1,20000000
-1140,-1040,5,1,25,10,1,20000000
-1140,-1040,5,1,26,10,1,20000000
-1140,-1040,5,1,27,10,2,20000000
-1140,-1040,5,1,28,10,1,20000000
-1140,-1040,5,1,29,10,1,20000000
-1140,-1040,5,1,30,10,1,20000000
-1140,-1040,5,1,31,10,2,20000000
-140,-40,5,2,32,10,2,20000000
-140,-40,5,2,33,10,1,20000000
-140,-40,5,2,34,10,1,20000000
-140,-40,5,2,35,10,1,20000000
-140,-40,5,2,36,10,1,20000000
-140,-40,5,2,37,10,2,20000000
-140,-40,5,2,38,10,1,20000000
-1140,-1040,5,1,39,10,2,20000000
-1140,-1040,5,1,40,10,1,20000000
-1140,-1040,5,1,41,10,1,20000000
-1140,-1040,5,1,42,10,1,20000000
-1140,-1040,5,1,43,10,1,20000000
-1140,-1040,5,1,44,10,2,20000000
-1140,-1040,5,1,45,10,1,20000000
-1140,-1040,5,1,46,10,1,20000000
